,phrases,frequency
301,ceas two smart ramo,1
302,cell phone appear corrupt,1
303,cell phone immedi exchang,1
304,cell phone it not,1
305,cell phone miss the,1
306,cell phone pc not,1
307,cell phone targaryen nation,1
308,cell phone tri access,1
309,cellular number post offic,1
310,center veri bad can,1
311,central canist know happen,1
312,central control see in,1
313,central deliv product anoth,1
314,central jeep renegad until,1
315,central of request have,1
316,cep twenti two million,1
317,cepfifti five million six,1
318,cepthirti one one hundr,1
319,certain deliveri man littl,1
320,certainli would buy do,1
321,citi request made two,1
322,citi there inform there,1
323,claim he to cancel,1
324,claim stock crime stark,1
325,claim the address wrong,1
326,claim tri three deliveri,1
327,claim went place wa,1
328,clarif realli gener doubt,1
329,class ten besid fals,1
330,class ten card receiv,1
331,class wa deliv market,1
332,classic one hundr aqua,1
333,clay correspond the car,1
334,clean brush if someon,1
335,clean packag open the,1
336,cleaner the cigarett ancient,1
337,cleaner wa deliv asp,1
338,clear blue came dark,1
339,clear it wa product,1
340,clear kem deck big,1
341,clear low product qualiti,1
342,clear stain the photo,1
343,clearli be origin have,1
344,clearli copi china am,1
345,clearli falsifi with coupl,1
346,clearli feel cheat canist,1
347,clerk not receiv complaint,1
348,client alreadi held purchas,1
349,client ask one two,1
350,client did do anyth,1
351,client is store stallion,1
352,client lack profession imposs,1
353,client marathon now happen,1
354,client not judg quem,1
355,client prove the request,1
356,client respons custom simpli,1
357,client the wrong product,1
358,client thi carrier no,1
359,client would like return,1
360,clio two work came,1
361,clock admir with larg,1
362,clock afternoon precis eighteen,1
363,clock arriv watch wa,1
364,clock bad qualiti look,1
365,clock bought for six,1
366,clock box empti look,1
367,clock box without screw,1
368,clock came anoth sent,1
369,clock came damag is,1
370,clock came glass failur,1
371,clock cancel order still,1
372,clock come ask everyth,1
373,clock come plastic latch,1
374,clock contact the water,1
375,clock deliv feminin model,1
376,clock deliv without voic,1
377,clock differ the clock,1
378,clock falsifi quit differ,1
379,clock flower bracelet pearl,1
380,clock golden rhineston stress,1
381,clock lousi stain bracelet,1
382,clock mechan the pointer,1
383,clock month until present,1
384,clock not origin found,1
385,clock not worth paid,1
386,clock origin besid falsifi,1
387,clock releas fragil led,1
388,clock request two six,1
389,clock same bracelet alreadi,1
390,code come anoth total,3
391,code without separ post,1
392,coffe grinder not two,1
393,coher posit to arriv,1
394,color option in the,1
395,color print etc the,1
396,color request blue mark,1
397,color request pink came,1
398,color roll beig flower,1
399,color sent from anoth,1
400,color sent red color,1
401,color that did have,1
402,color the product came,1
403,color thi reason do,1
404,color unfortun could make,1
405,color what order the,1
406,com br sell fals,1
407,com complaint channel could,1
408,com have partner compani,1
409,com no idea happen,1
410,com not succeed far,1
411,com stop receiv product,1
412,com store make the,1
413,com store one book,1
414,com targaryen spi clock,1
415,comb mount crook do,1
416,combat doubl hd plu,1
417,combin bought two kit,1
418,combin date without label,1
419,combin deadlin product came,1
420,combin have give note,1
421,combo cart mose babi,1
422,combo combo cart mose,1
423,combo eleven box arriv,1
424,combo twelv unit total,1
425,come accord the advertis,1
426,come across problem the,1
427,come all constant accessori,1
428,come and paid the,2
429,come announc did work,1
430,come announc product noth,1
431,come anoth model casino,1
432,come anoth total differ,3
433,come ask everyth indic,1
434,come back the store,1
435,come be my email,1
436,come blue ye white,1
437,come broken decreas qualiti,1
438,come broken want chang,1
439,come chip the pictur,1
440,come color request blue,1
441,come complet damag tabl,1
442,come complet it came,1
443,come contact day without,1
444,come contact explain can,1
445,come deliveri even want,1
446,come describ product the,1
447,come empti ink thi,1
448,come far am wait,1
449,come incomplet whip miss,1
450,come it differ the,1
451,come it state they,1
452,come justif await regular,1
453,come lie surrend it,1
454,come like descript the,1
455,come littl water littl,1
456,come manual with orient,1
457,come much cancel until,1
458,come my resid my,1
459,come new came pack,1
460,come one kg glue,1
461,come one you want,1
462,come plastic latch prevent,1
463,come pleas check appear,1
464,come product bought bad,1
465,come request the exchang,1
466,come sent email ask,1
467,come switch tri call,1
468,come tester packag the,1
469,come the box neither,1
470,come the deadlin thank,1
471,come the electr facet,1
472,come the four batteri,1
473,come the mosquito net,1
474,come the next day,1
475,come the product manual,1
476,come the voic my,1
477,come two separ deliveri,1
478,come two there no,1
479,come voic the return,1
480,come we expect not,1
481,come within origin packag,1
482,come without problem he,1
483,come write averag need,1
484,come ye product not,1
485,comfort adapt cart deliv,1
486,comfort miss just receiv,1
487,comment did get casino,1
488,comment store it let,1
489,comment the product the,1
490,comment when recommend store,1
491,commit bought twelv seven,1
492,commit made am deepli,1
493,commit stark client did,1
494,commun channel want the,1
495,commun problem await return,1
496,commun seller purchas the,1
497,commun still await request,1
498,commun will provid back,1
499,compani accord them wa,1
500,compani although ha issu,1
501,compani alway bought indic,1
502,compani and canist also,1
503,compani brand provid bought,1
504,compani carrier until the,1
505,compani deliv anoth product,1
506,compani deliv one still,1
507,compani differ post offic,1
508,compani do meet punctual,1
509,compani give back money,1
510,compani grow you also,1
511,compani in the statu,1
512,compani is take long,1
513,compani made promot crash,1
514,compani neither gener nf,1
515,compani no one answer,1
516,compani not contact the,1
517,compani not deliv product,1
518,compani not get answer,1
519,compani not indic third,1
520,compani not meet it,1
521,compani not return mail,1
522,compani not send ani,1
523,compani now is more,1
524,compani offer the servic,1
525,compani posit so far,1
526,compani question the delay,1
527,compani receiv money not,1
528,compani reliabl seen product,1
529,compani return mail doe,1
530,compani sell book deliv,1
531,compani sent one the,1
532,compani simpli deliv product,1
533,compani sold speak non,1
534,compani spend littl had,1
535,compani take deliveri not,1
536,compani targaryen sell product,1
537,compani the product veri,1
538,compani took five day,1
539,compani well regard marathon,1
540,compani work post offic,2
541,compar the price small,1
542,compat mirror alreadi purchas,1
543,compat my purifi the,1
544,compat the electrolux ergoasi,1
545,complain anyon home that,1
546,complain mail the american,1
547,complain none the phone,1
548,complain protocol open canist,1
549,complain that would send,1
550,complain the product found,1
551,complain the site ask,1
552,complain tri receiv product,1
553,complaint anymor no one,1
554,complaint await refund my,1
555,complaint becam and you,1
556,complaint channel could not,1
557,complaint do not recommend,1
558,complaint final tire lost,1
559,complaint four day still,1
560,complaint is messi inform,1
561,complaint non deliveri the,1
562,complaint noth done pleas,1
563,complaint paid freight receiv,1
564,complaint sinc six eighteen,1
565,complaint so far noth,1
566,complaint so far one,1
567,complaint the site no,1
568,complaint they not give,1
569,complaint wait contact the,1
570,complet damag shave corner,1
571,complet damag tabl baba,1
572,complet deliveri date compani,1
573,complet differ advertis bad,1
574,complet differ product it,1
575,complet differ should proceed,1
576,complet differ the compani,1
577,complet differ the imag,1
578,complet differ voic describ,1
579,complet dissatisfi want money,1
580,complet fifti read absurd,1
581,complet it came one,1
582,complet made plastic understand,1
583,complet product bad stay,1
584,complet purchas check it,1
585,complet purchas miss one,1
586,complet purchas product bought,1
587,complet the complaint final,1
588,compon box with the,1
589,compon it urgent need,1
590,compos kit bought overcom,1
591,composit came came aca,1
592,composit the product not,1
593,compromis consum confid the,1
594,compromis request area one,1
595,compromis the function it,1
596,comput indic it use,1
597,comput is not recogn,1
598,comput screen be fals,1
599,concern custom is transpar,1
600,concern custom it cancel,1
601,concern the qualiti the,1
602,conclus paid doubl someth,1
603,conclus sent broken product,1
604,concret inform canist supplier,1
605,condit give someon that,1
606,condit seem have alreadi,1
607,cone made the request,1
608,confer deliveri product box,1
609,confer the advertis specif,1
610,confer the name anoth,1
611,confer the request my,1
612,configur of offer the,1
613,configur three four gh,1
614,confirm cancel plu product,1
615,confirm discount valu card,1
616,confirm one day it,1
617,confirm payment is long,1
618,confirm post ten gram,1
619,confirm the return so,1
620,confirm they or in,1
621,connect aquarium convert two,1
622,connect error also could,1
623,connect imposs pc the,1
624,connect low loos slice,1
625,connect the deliveri no,1
626,connect the outlet noth,1
627,connector deliv differ what,1
628,connector fifti want the,1
629,connector in deliveri packag,1
630,connector two male ten,1
631,consid not deliv funk,1
632,consid truck driver wa,1
633,consider toward custom perceiv,1
634,consign the product came,1
635,consist deliv six eight,1
636,consist deliv sixteen eight,1
637,consist deliv twenti three,1
638,consist deliv want product,1
639,consist receiv not receiv,1
640,consist the propaganda made,1
641,constant accessori the advertis,1
642,constantli connect air plant,1
643,consum buy pay not,1
644,consum buy want receiv,1
645,consum confid the brand,1
646,consum final stay await,1
647,consum have alreadi reclaim,1
648,consum larg bag twenti,1
649,consum no doubt time,1
650,consum right return the,1
651,consum right want the,1
652,consum send color well,1
653,consumpt you remov lock,1
654,contact anyon canist system,1
655,contact bought two offer,1
656,contact canist request inform,1
657,contact clarif realli gener,1
658,contact compani not get,1
659,contact day without solut,1
660,contact did get answer,1
661,contact doe respond my,1
662,contact explain can contact,1
663,contact immedi the site,1
664,contact justifi the lack,1
665,contact know happen the,1
666,contact know product news,1
667,contact know to solv,1
668,contact lens posit hyperopia,2
669,contact lens receiv one,1
670,contact lens wrong degre,1
671,contact mail no one,1
672,contact not work terribl,1
673,contact partner push the,1
674,contact receiv the ship,1
675,contact resolv the issu,1
676,contact sand assist report,1
677,contact seller the sixteenth,1
678,contact so far noth,1
679,contact so far voic,1
680,contact solut without success,1
681,contact speak deliveri howev,1
682,contact store four day,1
683,contact store open complaint,1
684,contact store so far,1
685,contact targaryen said he,1
686,contact the canist no,1
687,contact the compani targaryen,1
688,contact the compani yet,1
689,contact the day receipt,1
690,contact the product ha,1
691,contact the seller so,1
692,contact the seller targaryen,1
693,contact the water ha,1
694,contact to deliv other,1
695,contact to solv problem,1
696,contact trade correct cancel,1
697,contact twenti one nine,1
698,contact urgent seventi one,1
699,contact we not get,2
700,contain inform wa sent,1
701,contain measur do not,1
702,contain two hundr sixti,1
703,content in the other,1
704,content scatter the product,1
705,continu the procedur deliv,1
706,continu without the merchandis,1
707,control alreadi sent email,1
708,control aquarium connect aquarium,1
709,control doe have smart,1
710,control put product unavail,1
711,control receiv kdlforti one,1
712,control request vfd forward,1
713,control see in shop,1
714,converg my build refus,1
715,convert marathon and call,1
716,convert two type not,1
717,conveyor indign the partnership,1
718,cook extrem thin simpl,1
719,cooker reach use buy,1
720,cooler compat my purifi,1
721,cooper want money back,1
722,copi china am disappoint,1
723,coppa seven hundr ml,1
724,copper bed is actual,1
725,copper bed pillow cover,1
726,copper bed receiv sheet,1
727,copper came gold anoth,1
728,copper is use deliv,1
729,core android four two,1
730,corner torn all defect,1
731,correct address one receiv,1
732,correct amount miss breast,1
733,correct book pleas contact,1
734,correct cancel the purchas,1
735,correct deadlin came miss,1
736,correct deliveri made new,1
737,correct descript product not,1
738,correct descript product send,1
739,correct except product is,1
740,correct howev connect low,1
741,correct instruct manual miss,1
742,correct is dubiou product,1
743,correct it did not,1
744,correct law one hundr,1
745,correct printer describ the,1
746,correct product bought at,1
747,correct product bought two,1
748,correct product so far,1
749,correct product wa hdi,1
750,correct professor pigment da,1
751,correct thi vz came,1
752,correct time minut the,1
753,correct voltag imposs oper,1
754,correctli bought twokit bladder,1
755,correctli did get answer,1
756,correctli lost file put,1
757,correctli my machin ob,1
758,correctli one product came,1
759,correctli within deadlin qualiti,1
760,correspond far have receiv,1
761,correspond my expect bought,1
762,correspond photo smaller defect,1
763,correspond the car model,1
764,correspond the receiv model,1
765,correspond what deliv total,1
766,corrupt on the comput,1
767,corrupt wait an answer,1
768,cost much cheaper compani,1
769,cost one hundr fifti,1
770,cost two hundr sixti,2
771,cotton have alreadi made,1
772,cotton unfortun look sever,1
773,could bought in gray,1
774,could cancel want chang,1
775,could chang cancel the,1
776,could come anoth print,1
777,could contact the seller,1
778,could get touch solv,1
779,could get touch you,1
780,could improv do buy,1
781,could inform or not,1
782,could make exchang alreadi,1
783,could make exchang due,1
784,could make exchang the,1
785,could much better color,1
786,could not bad busi,1
787,could not enter phone,1
788,could not speak the,1
789,could onli two day,1
790,could over the phone,1
791,could receiv feel fool,1
792,could request exchang site,1
793,could send mail explain,1
794,could send the other,1
795,could test in fact,1
796,could track deliveri appear,1
797,could track product almost,1
798,could use the product,1
799,could wear the car,1
800,count the support the,1
801,count two product accord,1
802,counterfeit product explain black,1
803,counterfeit use cartridg messag,1
804,countri even need posit,1
805,coupl doe fit the,1
806,coupl feel do recommend,1
807,coupl golden finish with,1
808,coupl marketplac togeth sale,1
809,coupl mattress cover not,1
810,coupl seal packag the,1
811,coupl silver silk color,1
812,coupl the car arriv,1
813,coupl voic came glu,1
814,courag do type sucanagem,1
815,courier far resid want,1
816,cours get could inform,1
817,cover came damag glu,1
818,cover car horribl terribl,1
819,cover chair without the,1
820,cover crossbow tire so,1
821,cover dri samsung ten,1
822,cover fourteen note receiv,1
823,cover it not come,1
824,cover larger notebook do,1
825,cover look like larg,1
826,cover not deliv appear,1
827,cover not yet arriv,1
828,cover receiv blanket in,1
829,cover request notebook wa,1
830,cover the cell phone,1
831,cover the chair that,1
832,cover the clay came,1
833,cover wa much not,1
834,coward did not come,1
835,crack broken wa alreadi,1
836,crack even seal packag,1
837,crack made the other,1
838,crack miss piec seller,1
839,crack product poor qualiti,1
840,crack sourc bodi howev,1
841,crack whole content scatter,1
842,cradl royalti wa not,1
843,cradl waterproof cotton have,1
844,crap deceit better stone,1
845,crap do recommend anyon,1
846,crap mislead propaganda not,1
847,crap want chang could,1
848,crash my card then,1
849,creat mani expect found,1
850,creat not come sent,1
851,creat onli they deliv,1
852,creator articul neither three,1
853,credit card await return,1
854,credit card did get,1
855,credit card due lack,1
856,credit card onli one,1
857,credit card want know,1
858,creep green flag waterproof,1
859,crime stark follow in,1
860,crisp piraci sign also,1
861,criterion commit the client,1
862,crook caus the chair,1
863,crossbow tire so far,1
864,crude mistak the store,1
865,crystal plan two pendant,1
866,cuba exchang miss part,1
867,cuba sever wonder mark,1
868,cup each bought six,1
869,cup miss four await,1
870,cup pleas ask deliveri,1
871,cup the decor plate,1
872,curaprox black edit toothbrush,1
873,curli white part so,1
874,current day are still,1
875,curricular ha thirti packag,1
876,curricular organ photo ad,1
877,curtain accord ad photo,1
878,curtain bought two wait,1
879,curtain noth like the,1
880,curtain one fifti bought,1
881,curtain one one fiftyxtwo,1
882,curtain onli came curtain,1
883,curtain onli came one,1
884,curtain onli deliv receiv,1
885,curtain onli sent one,1
886,curtain roller not receiv,1
887,curtain sent two curtain,1
888,curtain the note two,1
889,curtain the photo seem,1
890,curtain ugli request cancel,1
891,curtain veri clear stain,1
892,cushion babi take shower,1
893,cushion came with big,1
894,custom addit stark total,1
895,custom been than month,1
896,custom buy we not,1
897,custom is transpar they,1
898,custom it cancel the,1
899,custom perceiv da canist,1
900,custom product origin qualiti,1
901,custom simpli not answer,1
902,custom they so paid,1
903,custom today product ha,1
904,custom treatment if is,1
905,custom turn to cancel,1
906,custom twenti eight million,1
907,custom without guarante the,1
908,custom year there alway,1
909,cut the print half,1
910,cute fragil tri make,1
911,da canist alway bought,1
912,da eiga nine hundr,1
913,daili consumpt two capsul,1
914,damag alreadi request return,1
915,damag crack miss piec,1
916,damag crack sourc bodi,1
917,damag glu alreadi open,1
918,damag product doe accept,1
919,damag request exchang wa,1
920,damag rout open the,1
921,damag save imag lost,1
922,damag shave corner torn,1
923,damag sinc the packag,1
924,damag tabl baba the,1
925,damag the screen gave,1
926,damag you even match,1
927,dark blue seven day,1
928,dark line light part,1
929,dash even attempt he,1
930,data transfer can not,1
931,date alreadi exhaust hope,1
932,date central of request,1
933,date compani neither gener,1
934,date deliveri eight twenti,1
935,date did receiv feel,1
936,date did receiv product,1
937,date each them six,1
938,date far have receiv,1
939,date have receiv purchas,1
940,date it came wrong,1
941,date not receiv product,1
942,date product not deliv,1
943,date receiv order three,1
944,date recent product one,1
945,date ten eight still,1
946,date than year half,1
947,date the former took,1
948,date today have receiv,1
949,date today product not,1
950,date twenti eight six,1
951,date valid four month,1
952,date wa frustrat thi,1
953,date without label signal,1
954,daughter wait thi anxiou,1
955,day accord the consum,1
956,day ago did answer,1
957,day ago my noth,1
958,day ago tri solv,1
959,deadlin the wa broken,2
960,deliv not receiv anyth,3
961,deliv one answer to,2
962,deliv product did not,2
963,deliveri forecast the twenti,2
964,deliveri the request await,3
965,deliveri time not receiv,2
966,deliveri time the product,2
967,did come product bought,2
968,did receiv complet purchas,2
969,did receiv full product,2
970,did receiv full request,3
971,did receiv product bought,3
972,did receiv product correctli,2
973,did receiv product deliveri,2
974,did receiv product my,2
975,did receiv product not,5
976,did receiv product now,2
977,did receiv product purchas,2
978,did receiv product still,3
979,did receiv product the,5
980,did receiv product wait,2
981,did receiv product yet,4
982,differ one bsp step,2
983,differ product ask not,2
984,differ product deliveri the,3
985,diverg relat inform the,2
986,do buy more thi,2
987,do know true the,2
988,eight eight two thousand,2
989,eight two thousand eighteen,6
990,eighteen so far noth,4
991,equal not the other,2
992,equal splendid valv paid,2
993,evalu not receiv product,3
994,exchang product sent the,2
995,far could get touch,2
996,far did receiv product,3
997,far have receiv product,7
998,far have receiv the,2
999,far one answer email,2
1000,far one contact to,2
1001,fifteen two thousand eighteen,2
1002,five six two thousand,2
1003,four two thousand eighteen,5
1004,get the post offic,2
1005,get touch the store,2
1006,good afternoon receiv product,2
1007,good morn bought two,2
1008,good morn would like,2
1009,got differ product ask,2
1010,grinder sent two hundr,2
1011,have alreadi made complaint,2
1012,have alreadi request exchang,2
1013,have alreadi request the,2
1014,have hyperopia need posit,2
1015,have receiv product not,2
1016,have receiv product yet,5
1017,have receiv the product,2
1018,hundr seventi one thousand,2
1019,hundr ten grinder sent,2
1020,hundr twenti capsul receiv,2
1021,hundr twenti had return,2
1022,hyperopia need posit lens,2
1023,hyperopia neg utopia have,2
1024,inform the site the,2
1025,insur mere mistak sent,2
1026,is the side the,2
1027,it lack the speed,2
1028,just think should send,2
1029,kit wa deliv one,2
1030,know they deliv product,2
1031,know true the product,2
1032,lack respect the custom,4
1033,lack the speed reduc,2
1034,lens deliv one answer,2
1035,lens neg lens deliv,2
1036,lens posit hyperopia neg,2
1037,made purchas two three,2
1038,mail is the side,2
1039,mail make contact we,2
1040,make contact we not,2
1041,make exchang the site,2
1042,make the exchang the,2
1043,me diverg relat inform,2
1044,mere mistak sent packag,2
1045,miss part send mail,2
1046,mistak sent packag note,2
1047,month not receiv product,2
1048,morn would like know,2
1049,need posit lens neg,2
1050,neg lens deliv one,2
1051,neg utopia have hyperopia,2
1052,never thi kind problem,2
1053,nine million two hundr,2
1054,nine thousand three hundr,3
1055,not arriv the correct,2
1056,not buy thi store,2
1057,not come and paid,2
1058,not get respons the,2
1059,not match the product,2
1060,not receiv anyth yet,2
1061,not receiv product alreadi,2
1062,not receiv product the,2
1063,not receiv product yet,3
1064,not receiv the product,2
1065,not the other step,2
1066,not yet arriv my,2
1067,not yet reach hand,1
1068,note do know true,2
1069,notif the seller non,1
1070,now alreadi receiv ll,1
1071,now anoth ask receiv,1
1072,now cancel the site,1
1073,now canist no return,1
1074,now complain if sign,1
1075,now deliv two them,1
1076,now did receiv order,1
1077,now is more other,1
1078,now neither note issu,1
1079,now noth child casino,1
1080,now product so late,1
1081,now report the exchang,1
1082,now want cancel the,1
1083,nowher sent wrong product,1
1084,num happen all request,1
1085,number compani sold speak,1
1086,number fifti eight sent,1
1087,number four written iii,1
1088,number get touch trash,1
1089,number is the revers,1
1090,number post offic not,1
1091,number seven eight light,1
1092,number than put is,1
1093,number the cartridg correct,1
1094,number the wrong roman,1
1095,number would like know,1
1096,numer the number four,1
1097,nutrit give one hundr,1
1098,nutrit tabl is mislead,1
1099,ob would like return,1
1100,object deliv the recipi,1
1101,object nor know it,1
1102,object not deliv sale,1
1103,object wa put transport,1
1104,observ ask wrong product,1
1105,observ perfum spray cap,1
1106,obtain return my call,1
1107,obtain return will cancel,1
1108,occur not receiv merchandis,1
1109,occur system failur until,1
1110,occur unfortun combo eleven,1
1111,occurr an unforeseen lack,1
1112,occurr still not respond,1
1113,of agreement do buy,1
1114,of compani alway bought,1
1115,of fifti zero read,1
1116,of fiftyxsixti voic issu,1
1117,of least interest the,1
1118,of messag send four,1
1119,of offer the purchas,1
1120,of poor qualiti extrem,1
1121,of poor qualiti handl,1
1122,of request have receiv,1
1123,of sale of defect,1
1124,of skate hope receiv,1
1125,of song love wa,1
1126,of standard compon disappoint,1
1127,of super fine qualiti,1
1128,of the box realli,1
1129,of the brand came,1
1130,of the product veri,1
1131,of thi besid everyth,1
1132,of toast the product,1
1133,of truck driver strike,1
1134,of voltag not yet,1
1135,of want money back,1
1136,offer came one without,1
